,Id,Id2,Geography,Lat,Lng
31,0500000US01063,1063,"Greene County, Alabama",32.9718107,-87.9334803
32,0500000US01065,1065,"Hale County, Alabama",32.7859102,-87.6186379
33,0500000US01067,1067,"Henry County, Alabama",31.4469377,-85.1894045
34,0500000US01069,1069,"Houston County, Alabama",31.1318686,-85.31362179999999
35,0500000US01071,1071,"Jackson County, Alabama",34.7090388,-86.0121573
36,0500000US01073,1073,"Jefferson County, Alabama",33.4914122,-86.9824288
37,0500000US01075,1075,"Lamar County, Alabama",33.6923649,-88.0900762
38,0500000US01077,1077,"Lauderdale County, Alabama",34.8840876,-87.658113
39,0500000US01079,1079,"Lawrence County, Alabama",34.567428,-87.30161319999999
40,0500000US01081,1081,"Lee County, Alabama",32.5888702,-85.39627689999999
41,0500000US01083,1083,"Limestone County, Alabama",34.78000720000001,-86.9423801
42,0500000US01085,1085,"Lowndes County, Alabama",32.221464,-86.6611083
43,0500000US01087,1087,"Macon County, Alabama",32.3731182,-85.684578
44,0500000US01089,1089,"Madison County, Alabama",34.72397309999999,-86.49965460000001
45,0500000US01091,1091,"Marengo County, Alabama",32.2459085,-87.77633329999999
46,0500000US01093,1093,"Marion County, Alabama",34.0441174,-87.77633329999999
47,0500000US01095,1095,"Marshall County, Alabama",34.3652297,-86.3376761
48,0500000US01097,1097,"Mobile County, Alabama",30.6082227,-88.24611829999999
49,0500000US01099,1099,"Monroe County, Alabama",31.5119068,-87.460397
50,0500000US01101,1101,"Montgomery County, Alabama",32.2077447,-86.17517590000001
51,0500000US01103,1103,"Morgan County, Alabama",34.4240875,-86.86218269999999
52,0500000US01105,1105,"Perry County, Alabama",32.598888,-87.30161319999999
53,0500000US01107,1107,"Pickens County, Alabama",33.3339954,-88.0900762
54,0500000US01109,1109,"Pike County, Alabama",31.8395163,-86.0121573
55,0500000US01111,1111,"Randolph County, Alabama",33.2681523,-85.52002399999999
56,0500000US01113,1113,"Russell County, Alabama",32.3552497,-85.1894045
57,0500000US01115,1115,"St. Clair County, Alabama",33.6530112,-86.3376761
58,0500000US01117,1117,"Shelby County, Alabama",33.3039292,-86.6611083
59,0500000US01119,1119,"Sumter County, Alabama",32.6155551,-88.24611829999999
60,0500000US01121,1121,"Talladega County, Alabama",33.4231716,-86.1344697
61,0500000US01123,1123,"Tallapoosa County, Alabama",32.9201244,-85.84862360000001
62,0500000US01125,1125,"Tuscaloosa County, Alabama",33.3227653,-87.460397
63,0500000US01127,1127,"Walker County, Alabama",33.8563605,-87.30161319999999
64,0500000US01129,1129,"Washington County, Alabama",31.3422346,-88.24611829999999
65,0500000US01131,1131,"Wilcox County, Alabama",32.0105439,-87.3413599
66,0500000US01133,1133,"Winston County, Alabama",34.1690087,-87.3413599
67,0500000US02013,2013,"Aleutians East Borough, Alaska",55.53880059999999,-161.8988535
68,0500000US02016,2016,"Aleutians West Census Area, Alaska",52.3232697,-174.1596072
69,0500000US02020,2020,"Anchorage Municipality, Alaska",61.2180556,-149.9002778
70,0500000US02050,2050,"Bethel Census Area, Alaska",61.09344600000001,-160.8640773
71,0500000US02060,2060,"Bristol Bay Borough, Alaska",58.7578504,-156.7792687
72,0500000US02068,2068,"Denali Borough, Alaska",63.82571729999999,-149.7317835
73,0500000US02070,2070,"Dillingham Census Area, Alaska",59.80677919999999,-157.7242585
74,0500000US02090,2090,"Fairbanks North Star Borough, Alaska",64.9526102,-146.4744154
75,0500000US02100,2100,"Haines Borough, Alaska",59.1392237,-135
76,0500000US02110,2110,"Juneau City and Borough, Alaska",58.3019444,-134.4197221
77,0500000US02122,2122,"Kenai Peninsula Borough, Alaska",60.0858486,-151.382264
78,0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",55.5103345,-131.389286
79,0500000US02150,2150,"Kodiak Island Borough, Alaska",57.53693430000001,-153.2659352
80,0500000US02164,2164,"Lake and Peninsula Borough, Alaska",58.0458356,-156.5982286
81,0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",62.2599347,-150.1729153
82,0500000US02180,2180,"Nome Census Area, Alaska",64.8329974,-164.256602
83,0500000US02185,2185,"North Slope Borough, Alaska",69.05787579999999,-152.8628274
84,0500000US02188,2188,"Northwest Arctic Borough, Alaska",67.2872981,-160.0342624
85,0500000US02201,2201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",55.3242244,-132.6044581
86,0500000US02220,2220,"Sitka City and Borough, Alaska",57.0530556,-135.33
87,0500000US02232,2232,"Skagway-Hoonah-Angoon Census Area, Alaska",58.31765049999999,-136.0390896
88,0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",63.9603869,-143.6296999
89,0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",61.4787707,-144.1147195
90,0500000US02270,2270,"Wade Hampton Census Area, Alaska",62.1458336,-162.891919
91,0500000US02280,2280,"Wrangell-Petersburg Census Area, Alaska",56.8124267,-132.9554472
92,0500000US02282,2282,"Yakutat City and Borough, Alaska",59.5469878,-139.7272808
93,0500000US02290,2290,"Yukon-Koyukuk Census Area, Alaska",65.8443666,-153.4302993
94,0500000US04001,4001,"Apache County, Arizona",35.5313224,-109.3783206
95,0500000US04003,4003,"Cochise County, Arizona",31.82845799999999,-109.949686
96,0500000US04005,4005,"Coconino County, Arizona",35.6647545,-111.4752851
97,0500000US04007,4007,"Gila County, Arizona",33.6370567,-110.5215459
98,0500000US04009,4009,"Graham County, Arizona",33.076805,-109.7591675
99,0500000US04011,4011,"Greenlee County, Arizona",33.2405598,-109.2831531
100,0500000US04012,4012,"La Paz County, Arizona",34.0061091,-113.9536466
101,0500000US04013,4013,"Maricopa County, Arizona",33.2917968,-112.4291464
102,0500000US04015,4015,"Mohave County, Arizona",35.2143346,-113.7632828
103,0500000US04017,4017,"Navajo County, Arizona",35.4019765,-110.1402594
104,0500000US04019,4019,"Pima County, Arizona",32.057499,-111.6660725
105,0500000US04021,4021,"Pinal County, Arizona",32.8162061,-111.2845025
106,0500000US04023,4023,"Santa Cruz County, Arizona",31.5986127,-110.8076084
107,0500000US04025,4025,"Yavapai County, Arizona",34.6463981,-112.4291464
108,0500000US04027,4027,"Yuma County, Arizona",32.6527533,-113.9536466
109,0500000US05001,5001,"Arkansas County, Arkansas",34.2354138,-91.28910359999999
110,0500000US05003,5003,"Ashley County, Arkansas",33.1565939,-91.7538817
111,0500000US05005,5005,"Baxter County, Arkansas",36.3261815,-92.38136209999999
112,0500000US05007,5007,"Benton County, Arkansas",36.2661518,-94.479976
113,0500000US05009,5009,"Boone County, Arkansas",36.3118662,-93.0175712
114,0500000US05011,5011,"Bradley County, Arkansas",33.5081368,-92.2236667
115,0500000US05013,5013,"Calhoun County, Arkansas",33.5020885,-92.539603
116,0500000US05015,5015,"Carroll County, Arkansas",36.2987495,-93.5003454
117,0500000US05017,5017,"Chicot County, Arkansas",33.3419551,-91.28910359999999
118,0500000US05019,5019,"Clark County, Arkansas",34.0232374,-93.17796589999999
119,0500000US05021,5021,"Clay County, Arkansas",36.3492244,-90.37483540000001
120,0500000US05023,5023,"Cleburne County, Arkansas",35.4605769,-92.0665197
121,0500000US05025,5025,"Cleveland County, Arkansas",33.86580070000001,-92.2236667
122,0500000US05027,5027,"Columbia County, Arkansas",33.1285176,-93.17796589999999
123,0500000US05029,5029,"Conway County, Arkansas",35.2727492,-92.6983868
124,0500000US05031,5031,"Craighead County, Arkansas",35.8260959,-90.6773046
125,0500000US05033,5033,"Crawford County, Arkansas",35.5762761,-94.315422
126,0500000US05035,5035,"Crittenden County, Arkansas",35.3021443,-90.37483540000001
127,0500000US05037,5037,"Cross County, Arkansas",35.2998913,-90.8294002
128,0500000US05039,5039,"Dallas County, Arkansas",34.0346533,-92.6983868
129,0500000US05041,5041,"Desha County, Arkansas",33.8773585,-91.44346900000001
130,0500000US05043,5043,"Drew County, Arkansas",33.5156463,-91.7538817
131,0500000US05045,5045,"Faulkner County, Arkansas",35.1035858,-92.38136209999999
132,0500000US05047,5047,"Franklin County, Arkansas",35.5927966,-93.8248241
133,0500000US05049,5049,"Fulton County, Arkansas",36.3797374,-91.7928402
134,0500000US05051,5051,"Garland County, Arkansas",34.5559285,-93.17796589999999
135,0500000US05053,5053,"Grant County, Arkansas",34.2628015,-92.4208713
136,0500000US05055,5055,"Greene County, Arkansas",36.1314931,-90.563609
137,0500000US05057,5057,"Hempstead County, Arkansas",33.6530112,-93.66232389999999
138,0500000US05059,5059,"Hot Spring County, Arkansas",34.3393795,-92.97755579999999
139,0500000US05061,5061,"Howard County, Arkansas",34.1318213,-94.028678
140,0500000US05063,5063,"Independence County, Arkansas",35.8174139,-91.5983959
141,0500000US05065,5065,"Izard County, Arkansas",36.1610924,-91.9099238
142,0500000US05067,5067,"Jackson County, Arkansas",35.6479574,-91.13530200000001
143,0500000US05069,5069,"Jefferson County, Arkansas",34.227351,-91.9099238
144,0500000US05071,5071,"Johnson County, Arkansas",35.6026275,-93.5003454
145,0500000US05073,5073,"Lafayette County, Arkansas",33.2511695,-93.62178019999999
146,0500000US05075,5075,"Lawrence County, Arkansas",35.9969735,-91.13530200000001
147,0500000US05077,5077,"Lee County, Arkansas",34.7712669,-90.8294002
148,0500000US05079,5079,"Lincoln County, Arkansas",33.9185116,-91.714958
149,0500000US05081,5081,"Little River County, Arkansas",33.6808926,-94.19234000000002
150,0500000US05083,5083,"Logan County, Arkansas",35.2475011,-93.66232389999999
151,0500000US05085,5085,"Lonoke County, Arkansas",34.7591647,-91.9099238
152,0500000US05087,5087,"Madison County, Arkansas",35.9466415,-93.66232389999999
153,0500000US05089,5089,"Marion County, Arkansas",36.3194702,-92.6983868
154,0500000US05091,5091,"Miller County, Arkansas",33.3335556,-93.86553029999999
155,0500000US05093,5093,"Mississippi County, Arkansas",35.8279728,-90.0746767
156,0500000US05095,5095,"Monroe County, Arkansas",34.5918747,-91.13530200000001
157,0500000US05097,5097,"Montgomery County, Arkansas",34.5424074,-93.66232389999999
158,0500000US05099,5099,"Nevada County, Arkansas",33.6621386,-93.33889169999999
159,0500000US05101,5101,"Newton County, Arkansas",35.9603994,-93.17796589999999
160,0500000US05103,5103,"Ouachita County, Arkansas",33.5828512,-92.9375739
161,0500000US05105,5105,"Perry County, Arkansas",34.96032,-92.8976254
162,0500000US05107,5107,"Phillips County, Arkansas",34.4611206,-90.86751339999999
163,0500000US05109,5109,"Pike County, Arkansas",34.1876975,-93.66232389999999
164,0500000US05111,5111,"Poinsett County, Arkansas",35.6078586,-90.6393702
165,0500000US05113,5113,"Polk County, Arkansas",34.5268097,-94.15137639999999
166,0500000US05115,5115,"Pope County, Arkansas",35.440627,-93.0175712
167,0500000US05117,5117,"Prairie County, Arkansas",34.7636336,-91.5983959
168,0500000US05119,5119,"Pulaski County, Arkansas",34.75386150000001,-92.2236667
169,0500000US05121,5121,"Randolph County, Arkansas",36.3457918,-90.9820668
170,0500000US05123,5123,"St. Francis County, Arkansas",34.9926533,-90.7152749
171,0500000US05125,5125,"Saline County, Arkansas",34.5708215,-92.539603
172,0500000US05127,5127,"Scott County, Arkansas",34.8854732,-93.9878427
173,0500000US05129,5129,"Searcy County, Arkansas",35.9721,-92.6983868
174,0500000US05131,5131,"Sebastian County, Arkansas",35.2260397,-94.315422
175,0500000US05133,5133,"Sevier County, Arkansas",34.0346222,-94.27436279999999
176,0500000US05135,5135,"Sharp County, Arkansas",36.16759740000001,-91.44346900000001
177,0500000US05137,5137,"Stone County, Arkansas",35.8075142,-92.2236667
178,0500000US05139,5139,"Union County, Arkansas",33.1431092,-92.539603
179,0500000US05141,5141,"Van Buren County, Arkansas",35.6266232,-92.539603
180,0500000US05143,5143,"Washington County, Arkansas",35.9307703,-94.15137639999999
181,0500000US05145,5145,"White County, Arkansas",35.2900612,-91.7538817
182,0500000US05147,5147,"Woodruff County, Arkansas",35.1215846,-91.13530200000001
183,0500000US05149,5149,"Yell County, Arkansas",35.0810824,-93.33889169999999
184,0500000US06001,6001,"Alameda County, California",37.6016892,-121.7195459
185,0500000US06003,6003,"Alpine County, California",38.5940736,-119.8815203
186,0500000US06005,6005,"Amador County, California",38.3488921,-120.7740931
187,0500000US06007,6007,"Butte County, California",39.6253952,-121.5370003
188,0500000US06009,6009,"Calaveras County, California",38.1960477,-120.6805037
189,0500000US06011,6011,"Colusa County, California",39.1040645,-122.2653887
190,0500000US06013,6013,"Contra Costa County, California",37.8534093,-121.9017954
191,0500000US06015,6015,"Del Norte County, California",41.7076287,-123.9659708
192,0500000US06017,6017,"El Dorado County, California",38.74263759999999,-120.4357631
193,0500000US06019,6019,"Fresno County, California",36.9858984,-119.2320784
194,0500000US06021,6021,"Glenn County, California",39.6437813,-122.4467238
195,0500000US06023,6023,"Humboldt County, California",40.7450055,-123.8695086
196,0500000US06025,6025,"Imperial County, California",33.0113694,-115.4733554
197,0500000US06027,6027,"Inyo County, California",36.3091865,-117.5495846
198,0500000US06029,6029,"Kern County, California",35.4937274,-118.8596804
199,0500000US06031,6031,"Kings County, California",36.0988489,-119.8815203
200,0500000US06033,6033,"Lake County, California",39.08396440000001,-122.8084496
201,0500000US06035,6035,"Lassen County, California",40.5394389,-120.7120023
202,0500000US06037,6037,"Los Angeles County, California",34.0522265,-118.2436596
203,0500000US06039,6039,"Madera County, California",37.251926,-119.6962677
204,0500000US06041,6041,"Marin County, California",38.083403,-122.7633036
205,0500000US06043,6043,"Mariposa County, California",37.4893626,-119.9679294
206,0500000US06045,6045,"Mendocino County, California",39.5500194,-123.438353
207,0500000US06047,6047,"Merced County, California",37.2009788,-120.7120023
208,0500000US06049,6049,"Modoc County, California",41.4565165,-120.629366
209,0500000US06051,6051,"Mono County, California",37.9218608,-118.9528645
210,0500000US06053,6053,"Monterey County, California",36.3136201,-121.3541631
211,0500000US06055,6055,"Napa County, California",38.5024689,-122.2653887
212,0500000US06057,6057,"Nevada County, California",39.1346666,-121.1710389
213,0500000US06059,6059,"Orange County, California",33.7174708,-117.8311428
214,0500000US06061,6061,"Placer County, California",39.0915751,-120.8039474
215,0500000US06063,6063,"Plumas County, California",39.99268319999999,-120.8039474
216,0500000US06065,6065,"Riverside County, California",33.9532966,-117.3961192
217,0500000US06067,6067,"Sacramento County, California",38.47467,-121.3541631
218,0500000US06069,6069,"San Benito County, California",36.5760883,-120.9876321
219,0500000US06071,6071,"San Bernardino County, California",34.9592083,-116.419389
220,0500000US06073,6073,"San Diego County, California",32.7157305,-117.1610966
221,0500000US06075,6075,"San Francisco County, California",37.7749295,-122.4194155
222,0500000US06077,6077,"San Joaquin County, California",37.9175935,-121.1710389
223,0500000US06079,6079,"San Luis Obispo County, California",35.3102296,-120.4357631
224,0500000US06081,6081,"San Mateo County, California",37.4337342,-122.4014193
225,0500000US06083,6083,"Santa Barbara County, California",34.4208321,-119.6982057
226,0500000US06085,6085,"Santa Clara County, California",37.3336581,-121.8907041
227,0500000US06087,6087,"Santa Cruz County, California",37.0453988,-121.9579578
228,0500000US06089,6089,"Shasta County, California",40.7908864,-121.8474493
229,0500000US06091,6091,"Sierra County, California",39.5532845,-120.2512728
230,0500000US06093,6093,"Siskiyou County, California",41.7743261,-122.5770126
231,0500000US06095,6095,"Solano County, California",38.3104969,-121.9017954
232,0500000US06097,6097,"Sonoma County, California",38.5779555,-122.9888319
233,0500000US06099,6099,"Stanislaus County, California",37.5090711,-120.9876321
234,0500000US06101,6101,"Sutter County, California",39.0219764,-121.6739371
235,0500000US06103,6103,"Tehama County, California",40.0982197,-122.174605
236,0500000US06105,6105,"Trinity County, California",40.6329485,-123.0622553
237,0500000US06107,6107,"Tulare County, California",36.1341739,-118.8596804
238,0500000US06109,6109,"Tuolumne County, California",38.029655,-119.9740534
239,0500000US06111,6111,"Ventura County, California",34.3704884,-119.1390642
240,0500000US06113,6113,"Yolo County, California",38.7646021,-121.9017954
241,0500000US06115,6115,"Yuba County, California",39.2547027,-121.3998995
242,0500000US08001,8001,"Adams County, Colorado",39.8398269,-104.1930918
243,0500000US08003,8003,"Alamosa County, Colorado",37.654039,-105.876004
244,0500000US08005,8005,"Arapahoe County, Colorado",39.62031,-104.332644
245,0500000US08007,8007,"Archuleta County, Colorado",37.1604318,-107.0067031
246,0500000US08009,8009,"Baca County, Colorado",37.394731,-102.5298028
247,0500000US08011,8011,"Bent County, Colorado",38.0036339,-103.0817903
248,0500000US08013,8013,"Boulder County, Colorado",40.1512114,-105.5005483
249,0500000US08015,8015,"Chaffee County, Colorado",38.7536679,-106.2522143
250,0500000US08017,8017,"Cheyenne County, Colorado",38.8002562,-102.6216211
251,0500000US08019,8019,"Clear Creek County, Colorado",39.6904464,-105.6412527
252,0500000US08021,8021,"Conejos County, Colorado",37.2689711,-106.2522143
253,0500000US08023,8023,"Costilla County, Colorado",37.2049596,-105.5005483
254,0500000US08025,8025,"Crowley County, Colorado",38.2498631,-103.8216261
255,0500000US08027,8027,"Custer County, Colorado",38.0615578,-105.3131185
256,0500000US08029,8029,"Delta County, Colorado",38.8531357,-107.763621
257,0500000US08031,8031,"Denver County, Colorado",39.7392358,-104.990251
258,0500000US08033,8033,"Dolores County, Colorado",37.7530272,-108.5225709
259,0500000US08035,8035,"Douglas County, Colorado",39.2587106,-104.9388853
260,0500000US08037,8037,"Eagle County, Colorado",39.576406,-106.7234639
261,0500000US08039,8039,"Elbert County, Colorado",39.35370040000001,-104.1930918
262,0500000US08041,8041,"El Paso County, Colorado",38.9108325,-104.4723301
263,0500000US08043,8043,"Fremont County, Colorado",38.5306514,-105.5005483
264,0500000US08045,8045,"Garfield County, Colorado",39.6584775,-107.763621
265,0500000US08047,8047,"Gilpin County, Colorado",39.8770159,-105.4536718
266,0500000US08049,8049,"Grand County, Colorado",40.0727382,-106.0640179
267,0500000US08051,8051,"Gunnison County, Colorado",38.6437083,-107.0067031
268,0500000US08053,8053,"Hinsdale County, Colorado",37.9316309,-107.3848831
269,0500000US08055,8055,"Huerfano County, Colorado",37.6125984,-104.9388853
270,0500000US08057,8057,"Jackson County, Colorado",40.6819242,-106.2522143
271,0500000US08059,8059,"Jefferson County, Colorado",39.5800298,-105.2662931
272,0500000US08061,8061,"Kiowa County, Colorado",38.3769671,-102.7135121
273,0500000US08063,8063,"Kit Carson County, Colorado",39.3844507,-102.5298028
274,0500000US08065,8065,"Lake County, Colorado",39.1941167,-106.2992912
275,0500000US08067,8067,"La Plata County, Colorado",37.2125857,-107.763621
276,0500000US08069,8069,"Larimer County, Colorado",40.6955572,-105.5943388
277,0500000US08071,8071,"Las Animas County, Colorado",37.2994909,-104.1001326
278,0500000US08073,8073,"Lincoln County, Colorado",39.0457549,-103.3587288
279,0500000US08075,8075,"Logan County, Colorado",40.7056181,-102.989615
280,0500000US08077,8077,"Mesa County, Colorado",38.9585381,-108.6175626
281,0500000US08079,8079,"Mineral County, Colorado",37.6583677,-107.0067031
282,0500000US08081,8081,"Moffat County, Colorado",40.6138379,-108.2377519
283,0500000US08083,8083,"Montezuma County, Colorado",37.3257517,-108.6175626
284,0500000US08085,8085,"Montrose County, Colorado",38.468304,-108.1428669
285,0500000US08087,8087,"Morgan County, Colorado",40.2989226,-103.7289167
286,0500000US08089,8089,"Otero County, Colorado",37.9397663,-103.6362715
287,0500000US08091,8091,"Ouray County, Colorado",38.2016133,-107.763621
288,0500000US08093,8093,"Park County, Colorado",39.0897928,-105.5943388
289,0500000US08095,8095,"Phillips County, Colorado",40.53713339999999,-102.3463875
290,0500000US08097,8097,"Pitkin County, Colorado",39.159101,-106.8178377
291,0500000US08099,8099,"Prowers County, Colorado",37.84337560000001,-102.2547919
292,0500000US08101,8101,"Pueblo County, Colorado",38.2528534,-104.4723301
293,0500000US08103,8103,"Rio Blanco County, Colorado",39.9814297,-108.2377519
294,0500000US08105,8105,"Rio Grande County, Colorado",37.5749508,-106.4405872
295,0500000US08107,8107,"Routt County, Colorado",40.4771623,-107.1011931
296,0500000US08109,8109,"Saguache County, Colorado",38.0019623,-106.3463791
297,0500000US08111,8111,"San Juan County, Colorado",37.7573704,-107.71625
298,0500000US08113,8113,"San Miguel County, Colorado",37.9781237,-108.1428669
299,0500000US08115,8115,"Sedgwick County, Colorado",40.8568843,-102.3463875
300,0500000US08117,8117,"Summit County, Colorado",39.5911871,-106.0640179
301,0500000US08119,8119,"Teller County, Colorado",38.86115789999999,-105.1726816
302,0500000US08121,8121,"Washington County, Colorado",40.063745,-102.989615
303,0500000US08123,8123,"Weld County, Colorado",40.3920718,-104.7158226
304,0500000US08125,8125,"Yuma County, Colorado",40.1448234,-102.2547919
305,0500000US09001,9001,"Fairfield County, Connecticut",41.2559654,-73.37086959999999
306,0500000US09003,9003,"Hartford County, Connecticut",41.7924343,-72.8042797
307,0500000US09005,9005,"Litchfield County, Connecticut",41.7866294,-73.2765361
308,0500000US09007,9007,"Middlesex County, Connecticut",41.46985050000001,-72.4731529
309,0500000US09009,9009,"New Haven County, Connecticut",41.3266911,-72.8042797
310,0500000US09011,9011,"New London County, Connecticut",41.5185189,-72.0468164
311,0500000US09013,9013,"Tolland County, Connecticut",41.8418987,-72.37846789999999
312,0500000US09015,9015,"Windham County, Connecticut",41.8275622,-72.0468164
313,0500000US10001,10001,"Kent County, Delaware",39.1440612,-75.4344727
314,0500000US10003,10003,"New Castle County, Delaware",39.5392979,-75.667356
315,0500000US10005,10005,"Sussex County, Delaware",38.65308410000001,-75.4344727
316,0500000US11001,11001,"District of Columbia, District of Columbia",38.9071923,-77.0368707
317,0500000US12001,12001,"Alachua County, Florida",29.6579549,-82.3017728
318,0500000US12003,12003,"Baker County, Florida",30.3931168,-82.3017728
319,0500000US12005,12005,"Bay County, Florida",30.1805306,-85.684578
320,0500000US12007,12007,"Bradford County, Florida",29.97238179999999,-82.1713632
321,0500000US12009,12009,"Brevard County, Florida",28.263933,-80.7214417
322,0500000US12011,12011,"Broward County, Florida",26.190096,-80.365865
323,0500000US12013,12013,"Calhoun County, Florida",30.3475302,-85.1894045
324,0500000US12015,12015,"Charlotte County, Florida",26.8946009,-81.909826
325,0500000US12017,12017,"Citrus County, Florida",28.8848842,-82.5185837
326,0500000US12019,12019,"Clay County, Florida",29.9943564,-81.77870209999999
327,0500000US12021,12021,"Collier County, Florida",26.069985,-81.42789839999999
328,0500000US12023,12023,"Columbia County, Florida",30.1812696,-82.605118
329,0500000US12027,12027,"DeSoto County, Florida",27.2142078,-81.77870209999999
330,0500000US12029,12029,"Dixie County, Florida",29.5207227,-83.1649001
331,0500000US12031,12031,"Duval County, Florida",30.3500511,-81.6035062
332,0500000US12033,12033,"Escambia County, Florida",30.6389408,-87.3413599
333,0500000US12035,12035,"Flagler County, Florida",29.4086072,-81.2518833
334,0500000US12037,12037,"Franklin County, Florida",29.7817695,-84.8567932
335,0500000US12039,12039,"Gadsden County, Florida",30.5562947,-84.6479124
336,0500000US12041,12041,"Gilchrist County, Florida",29.6871128,-82.82097399999999
337,0500000US12043,12043,"Glades County, Florida",26.984415,-81.0754657
338,0500000US12045,12045,"Gulf County, Florida",29.8001623,-85.35496499999999
339,0500000US12047,12047,"Hamilton County, Florida",30.47559579999999,-82.95015579999999
340,0500000US12049,12049,"Hardee County, Florida",27.4501733,-81.8224362
341,0500000US12051,12051,"Hendry County, Florida",26.6105319,-81.0754657
342,0500000US12053,12053,"Hernando County, Florida",28.5578826,-82.4752757
343,0500000US12055,12055,"Highlands County, Florida",27.3400286,-81.34002679999999
344,0500000US12057,12057,"Hillsborough County, Florida",27.9903597,-82.3017728
345,0500000US12059,12059,"Holmes County, Florida",30.8740806,-85.80766
346,0500000US12061,12061,"Indian River County, Florida",27.6947732,-80.54384499999999
347,0500000US12063,12063,"Jackson County, Florida",30.7150882,-85.1894045
348,0500000US12065,12065,"Jefferson County, Florida",30.4311978,-83.8897057
349,0500000US12067,12067,"Lafayette County, Florida",30.0299573,-83.2077645
350,0500000US12069,12069,"Lake County, Florida",28.702847,-81.77870209999999
351,0500000US12071,12071,"Lee County, Florida",26.6630286,-81.9534815
352,0500000US12073,12073,"Leon County, Florida",30.4906177,-84.1857115
353,0500000US12075,12075,"Levy County, Florida",29.3178545,-82.82097399999999
354,0500000US12077,12077,"Liberty County, Florida",30.1507777,-84.8567932
355,0500000US12079,12079,"Madison County, Florida",30.4586334,-83.5070203
356,0500000US12081,12081,"Manatee County, Florida",27.4799195,-82.34518899999999
357,0500000US12083,12083,"Marion County, Florida",29.2787765,-82.12783999999999
358,0500000US12085,12085,"Martin County, Florida",27.0804935,-80.4103957
359,0500000US12086,12086,"Miami-Dade County, Florida",25.5516034,-80.6326916
360,0500000US12087,12087,"Monroe County, Florida",24.5557001,-81.78259849999999
361,0500000US12089,12089,"Nassau County, Florida",30.5927334,-81.8224362
362,0500000US12091,12091,"Okaloosa County, Florida",30.57734009999999,-86.6611083
363,0500000US12093,12093,"Okeechobee County, Florida",27.3462015,-80.89865019999999
364,0500000US12095,12095,"Orange County, Florida",28.4844995,-81.2518833
365,0500000US12097,12097,"Osceola County, Florida",28.1019838,-81.0754657
366,0500000US12099,12099,"Palm Beach County, Florida",26.6514503,-80.2767327
367,0500000US12101,12101,"Pasco County, Florida",28.3232418,-82.4319405
368,0500000US12103,12103,"Pinellas County, Florida",27.876394,-82.7778579
369,0500000US12105,12105,"Polk County, Florida",27.8617347,-81.6911559
370,0500000US12107,12107,"Putnam County, Florida",29.6265157,-81.77870209999999
371,0500000US12109,12109,"St. Johns County, Florida",29.9719419,-81.42789839999999
