Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US06001,6001,"Alameda County, California",93751,2840,3906,1002,3192,900,2351,737,3311,946,3207,792,2928,827,4180,972,3502,948,3938,1042,7364,1317,10889,1479,15869,1767,10253,1426,5935,1228,7334,1278,5592,1111
0500000US06007,6007,"Butte County, California",10125,1008,877,393,787,523,883,341,651,376,489,409,427,282,599,405,762,449,349,203,1236,562,1073,453,798,388,381,298,239,235,249,179,325,351
0500000US06013,6013,"Contra Costa County, California",71953,2459,1519,618,2337,975,2438,893,2321,708,2610,877,4284,1289,3595,1037,3789,1104,3068,1089,6464,1428,8433,1475,10363,1405,7386,1562,4821,1166,4010,1027,4515,1084
0500000US06017,6017,"El Dorado County, California",6207,1136,430,424,441,602,364,420,190,239,428,371,146,179,491,538,77,129,258,260,653,456,316,279,430,422,502,390,232,224,504,326,745,535
0500000US06019,6019,"Fresno County, California",132615,3128,12394,1939,11423,1933,9844,1744,10615,1931,7900,1414,8350,1449,8925,1575,5479,1190,4735,1047,10512,1681,9339,1622,15568,2036,8251,1384,2578,753,4549,1088,2153,704
0500000US06025,6025,"Imperial County, California",34798,1397,3155,831,3617,1145,2604,869,1794,667,1286,532,2120,817,900,384,1586,596,1010,444,3231,971,4091,1093,4223,1024,2132,691,1292,625,1045,461,712,378
0500000US06029,6029,"Kern County, California",112907,3278,8406,1593,6200,1295,7281,1462,7293,1653,7374,1765,9491,1842,6237,1519,6708,1290,3845,1208,10751,1815,11580,1663,11677,1878,9679,1783,2459,777,2317,654,1609,671
0500000US06031,6031,"Kings County, California",19557,1076,1189,594,830,493,713,447,1767,663,1144,644,1408,672,1440,623,1518,629,1093,632,1264,571,2620,832,2365,877,998,571,375,345,659,451,174,209
0500000US06037,6037,"Los Angeles County, California",1236246,7931,68226,3709,64040,3705,69970,3577,83494,4277,66838,3645,70474,4480,68765,4114,67039,3458,58316,3261,102938,4568,127261,5231,150188,4821,98521,4368,54193,3593,52434,3047,33549,2921
0500000US06039,6039,"Madera County, California",19015,1247,1562,645,1121,657,1152,563,1349,695,1597,765,1045,573,1182,552,1386,824,659,540,916,455,2276,886,1947,734,1677,679,488,297,402,331,256,266
0500000US06041,6041,"Marin County, California",10878,1005,313,275,402,283,644,483,360,339,374,261,794,675,223,214,691,669,871,552,1109,711,550,387,658,549,763,367,726,531,1067,476,1333,766
0500000US06045,6045,"Mendocino County, California",5752,649,586,483,246,274,277,269,443,426,493,382,647,498,452,350,288,263,334,319,226,231,623,481,838,470,83,143,107,133,0,206,109,141
0500000US06047,6047,"Merced County, California",38185,1563,2406,889,2408,869,2458,777,2893,943,2412,817,2665,1042,2927,983,2477,819,1846,614,3411,962,4249,1049,4400,1018,1419,569,994,591,840,545,380,274
0500000US06053,6053,"Monterey County, California",54969,2222,1732,685,1652,554,2463,727,2882,782,2750,834,3872,853,3088,809,3157,929,2603,927,6710,1251,7198,1458,6165,1301,4445,1033,1927,690,2663,845,1662,652
0500000US06055,6055,"Napa County, California",11678,1113,670,448,161,165,447,362,265,202,290,250,319,217,652,556,928,524,447,422,1304,577,1727,786,1503,589,865,393,844,505,597,372,659,471
0500000US06059,6059,"Orange County, California",250055,4840,8391,1418,5452,1457,5595,1145,11058,1943,10905,1465,14139,2171,10765,1687,13094,1793,13738,1875,23228,2362,29935,2635,33978,2803,26568,2420,13772,1738,16135,2090,13302,1757
0500000US06061,6061,"Placer County, California",12705,1146,386,256,913,577,94,120,121,115,130,144,518,293,769,566,495,363,672,512,620,341,1483,571,1481,522,1251,407,1315,630,841,416,1616,605
0500000US06065,6065,"Riverside County, California",269717,4668,18317,2393,12380,1903,11996,1947,16406,2091,14985,2351,13616,1922,14962,2044,14631,2307,12698,1948,24454,2527,31428,2933,33291,2878,20364,1899,13737,1950,9787,1482,6665,1427
0500000US06067,6067,"Sacramento County, California",91136,3089,4876,1080,5242,1217,4795,1211,5063,1179,5234,1288,5082,1182,5455,1201,4783,988,4888,1310,8871,1717,9436,1328,10299,1525,7028,1317,4084,1039,3400,734,2600,769
0500000US06071,6071,"San Bernardino County, California",270051,5072,13459,1924,12485,1838,14923,2444,14735,2180,13117,2117,13639,2215,14697,2203,15979,2034,13347,1744,24127,2711,33199,3118,35488,3604,22090,2534,10937,1460,12550,1979,5279,1150
0500000US06073,6073,"San Diego County, California",276381,5740,10762,1613,12259,2264,15421,2010,18356,2239,13721,1909,17044,2712,15334,2031,14490,2039,12276,1849,23617,2594,29257,2776,37097,2884,23228,2825,13640,2092,12162,2215,7717,1398
0500000US06075,6075,"San Francisco County, California",41249,2015,2768,1009,1982,702,1278,546,2181,926,1658,645,1851,816,853,410,1069,564,1091,629,2095,775,3738,769,4709,1122,3939,1017,3747,949,3564,1044,4726,1066
0500000US06077,6077,"San Joaquin County, California",71876,2311,2991,890,3741,821,3329,954,4562,985,4275,1010,4796,1252,3289,910,4558,956,2899,778,7973,1309,7940,1523,7964,1252,6815,1227,2928,874,2180,647,1636,632
0500000US06079,6079,"San Luis Obispo County, California",15648,1308,694,419,636,445,735,493,465,345,873,567,354,348,1202,759,690,520,294,243,1730,693,2430,945,2578,994,1101,493,514,413,805,489,547,400
0500000US06081,6081,"San Mateo County, California",49048,2054,1312,695,1532,734,1730,637,1821,770,1859,853,2188,1065,1619,670,1629,823,2518,1085,4955,1248,4823,1062,7376,1568,3987,970,3274,848,4050,969,4375,1160
0500000US06083,6083,"Santa Barbara County, California",48319,2073,1951,742,2393,774,2341,853,2031,893,1570,627,3029,1024,2739,886,3088,1123,3371,1166,3632,1034,5335,1135,8136,1438,3541,1154,1972,707,1834,763,1356,549
0500000US06085,6085,"Santa Clara County, California",119895,2849,2947,967,4720,1088,3838,1225,4241,1412,3547,1068,5378,1362,5312,1235,6267,1451,4022,1044,7992,1507,14835,1941,15523,1907,11054,1813,10630,1804,11226,1524,8363,1348
0500000US06087,6087,"Santa Cruz County, California",21374,1644,971,489,600,394,870,622,1982,904,845,667,1376,833,556,386,865,589,1054,552,2245,1128,1549,630,2741,846,2146,932,1352,689,1151,602,1071,577
0500000US06089,6089,"Shasta County, California",5234,640,388,277,282,245,194,234,615,378,445,336,725,534,469,224,123,118,154,150,191,188,681,412,246,277,379,237,56,69,154,187,132,139
0500000US06095,6095,"Solano County, California",30152,1679,1618,682,1638,1033,288,212,1924,915,1219,693,1718,742,1562,750,1355,697,1444,609,2509,839,3821,1002,4579,1275,3184,1086,1296,619,1225,568,772,416
0500000US06097,6097,"Sonoma County, California",32125,2011,790,491,1191,644,950,676,821,425,1706,906,1435,756,1231,713,1181,541,2099,1048,3428,1197,4018,1104,5360,1482,3431,995,1519,666,1885,785,1080,458
0500000US06099,6099,"Stanislaus County, California",62389,2010,2910,867,2197,797,3866,1050,4019,1071,3095,1037,4832,1244,3865,993,4769,1278,3611,1071,5044,1216,8038,1311,7018,1551,4776,1360,1960,792,1482,681,907,458
0500000US06101,6101,"Sutter County, California",7879,691,394,269,491,346,649,374,816,437,495,306,308,276,473,403,567,390,340,286,711,395,1224,398,711,363,188,166,308,210,204,199,0,206
0500000US06107,6107,"Tulare County, California",73548,1917,6095,1651,5166,1293,5478,1369,5222,1479,6304,1198,3867,1009,4755,1075,5148,1551,5984,1673,4810,1100,7029,1258,6866,1426,3780,1017,1622,603,1036,544,386,301
0500000US06111,6111,"Ventura County, California",82831,2724,2925,839,2388,650,2684,873,4751,1295,3894,993,3623,1036,4065,1007,4000,1009,3740,1110,8501,1340,8565,1297,11636,1715,8627,1344,4519,962,5112,1160,3801,770
0500000US06113,6113,"Yolo County, California",19146,1174,1120,459,1125,553,1119,587,1083,671,911,452,992,770,1159,640,1025,599,796,520,1865,884,2591,741,2260,683,1465,585,471,328,423,261,741,461
0500000US06115,6115,"Yuba County, California",5678,812,323,248,360,293,175,183,383,373,198,231,515,484,443,391,262,217,374,311,212,156,935,584,242,260,435,367,763,549,58,104,0,206
0500000US08001,8001,"Adams County, Colorado",52092,1877,2674,831,1659,657,2956,811,2427,808,3248,896,3199,1091,2141,867,3686,1089,1705,721,5764,1188,5240,1287,9134,1517,4435,1050,1571,766,1347,488,906,416
0500000US08005,8005,"Arapahoe County, Colorado",31092,1518,1283,611,1164,638,1218,536,1278,695,1735,732,1980,658,1060,544,1736,675,1478,690,3870,1071,3903,878,4638,1091,3004,761,870,383,907,417,968,496
0500000US08013,8013,"Boulder County, Colorado",12306,1253,775,473,653,491,756,557,846,579,519,360,644,382,622,432,1138,587,526,517,1038,646,1261,637,1419,567,716,373,611,479,430,292,352,264
0500000US08031,8031,"Denver County, Colorado",62793,2754,5084,1171,2670,871,4845,1519,4587,1297,2498,721,3953,1032,4360,1214,3201,930,2758,1041,6847,1399,5742,1104,7973,1200,3404,787,1363,455,1812,946,1696,589
0500000US08041,8041,"El Paso County, Colorado",32450,2118,1441,726,1278,586,1924,754,1882,995,2357,925,1195,571,1364,517,1665,832,1955,933,3350,1234,3117,764,4232,1119,2413,988,2100,900,1136,462,1041,541
0500000US08059,8059,"Jefferson County, Colorado",26570,1409,1314,585,770,484,1029,503,1206,704,1618,665,1187,670,2307,962,1355,779,858,426,3616,1068,3050,855,3366,851,1793,597,1284,440,909,437,908,387
0500000US08069,8069,"Larimer County, Colorado",9909,1046,954,517,520,348,0,195,774,608,739,500,309,227,258,278,922,457,694,426,733,425,686,437,1822,668,723,511,172,181,177,207,426,338
0500000US08101,8101,"Pueblo County, Colorado",22897,1338,2043,510,1735,699,1292,545,1509,563,1782,685,1320,593,1421,749,1333,563,1026,450,2166,678,1903,553,2826,849,1231,532,463,251,438,259,409,301
0500000US08123,8123,"Weld County, Colorado",23434,1307,2173,817,1332,596,1359,541,1248,452,1038,511,1394,544,1081,614,1242,636,866,463,3076,871,3440,907,2637,646,1051,488,721,321,520,286,256,140
0500000US09001,9001,"Fairfield County, Connecticut",51404,2184,3098,862,2879,744,2501,747,2422,743,2791,910,2027,730,2785,975,2777,844,2451,858,5579,980,4856,1066,4410,1040,4787,1007,2823,914,2470,874,2748,843
0500000US09003,9003,"Hartford County, Connecticut",50710,2378,7112,1223,4558,1021,2956,810,2714,862,2399,773,3293,1013,1733,613,2707,889,3965,1100,4151,1025,3779,943,5435,1427,2265,787,1960,712,865,390,818,487
0500000US09009,9009,"New Haven County, Connecticut",47477,2517,4827,1061,2768,869,2285,660,2477,993,1834,610,2789,1023,4515,1398,2787,1014,2778,858,4331,1166,5060,1278,4979,1280,2714,921,1405,519,923,407,1005,530
0500000US09011,9011,"New London County, Connecticut",8976,918,399,332,117,141,285,333,402,332,797,648,357,398,991,682,135,178,320,287,1090,681,1024,664,1265,643,874,527,243,254,465,463,212,204
0500000US10003,10003,"New Castle County, Delaware",14990,1398,1204,629,247,215,721,466,1921,843,1013,559,1396,616,714,591,369,252,370,286,1596,792,966,496,1772,757,937,541,705,437,322,272,737,416
0500000US11001,11001,"District of Columbia, District of Columbia",26909,1957,1989,889,2342,971,1485,625,621,439,642,449,1222,677,805,519,489,340,1353,808,1483,720,3096,1060,2728,960,1887,749,1555,703,2366,712,2846,929
0500000US12001,12001,"Alachua County, Florida",7481,1334,1689,729,740,551,338,296,489,328,406,359,236,253,114,166,609,422,567,573,68,102,799,580,394,334,375,362,107,176,378,476,172,163
0500000US12009,12009,"Brevard County, Florida",15335,1579,1830,838,1257,645,513,335,1222,545,918,563,734,506,393,276,719,643,387,402,1711,888,1311,520,1821,757,795,424,284,317,633,505,807,450
0500000US12011,12011,"Broward County, Florida",170733,4298,10922,2008,8552,1652,8578,1633,9076,1752,8477,2012,10222,2401,8906,2007,8511,1950,8299,1668,12236,1898,19903,2547,20191,2720,12924,1759,8342,1614,8090,1261,7504,1509
0500000US12021,12021,"Collier County, Florida",21781,2490,1253,651,495,323,1274,634,1538,704,2465,1146,1398,689,1149,537,1732,854,1201,719,2381,912,2631,1013,1704,798,989,553,854,585,225,226,492,401
0500000US12031,12031,"Duval County, Florida",26472,1875,1829,703,1656,737,860,558,1728,1004,1402,767,1406,781,1337,633,1029,667,907,595,2190,946,3976,1019,2898,1098,2679,1155,913,547,1021,544,641,455
0500000US12033,12033,"Escambia County, Florida",5108,924,520,338,471,345,109,147,89,147,279,270,204,218,670,707,356,275,0,221,194,177,298,270,236,234,486,386,944,766,0,221,252,259
0500000US12053,12053,"Hernando County, Florida",6514,870,519,281,822,409,585,424,281,251,348,355,432,419,624,375,105,131,64,103,320,360,454,263,1111,659,470,340,340,518,39,66,0,221
0500000US12057,12057,"Hillsborough County, Florida",120171,3555,10835,1765,8283,1423,6543,1202,10819,1701,7297,1452,7334,1382,5920,1287,6920,1468,6657,1454,10263,1620,12508,1664,10741,1810,6508,1313,3165,821,3437,825,2941,792
0500000US12069,12069,"Lake County, Florida",12965,1372,600,457,317,299,1439,911,1060,668,964,545,588,413,96,131,2114,1196,244,258,1059,709,1516,715,1699,818,375,279,474,517,165,182,255,296
0500000US12071,12071,"Lee County, Florida",34373,2904,2263,660,1893,1068,2032,686,2621,1005,2408,881,3059,1047,1506,538,1889,729,1769,722,5145,1402,3229,1096,2959,812,1597,620,939,652,823,437,241,212
0500000US12073,12073,"Leon County, Florida",5269,689,847,454,382,290,56,93,224,200,121,120,372,377,46,75,330,256,0,221,744,461,484,270,616,396,234,203,310,220,448,275,55,92
0500000US12081,12081,"Manatee County, Florida",14539,1307,584,394,808,547,794,581,791,534,1788,717,995,580,708,369,1841,834,1030,793,951,503,1364,574,1315,511,446,369,438,247,195,165,491,371
0500000US12083,12083,"Marion County, Florida",12168,1446,512,475,574,426,540,369,1196,580,432,367,1346,866,612,466,1173,786,675,558,1487,917,1222,685,1257,749,797,582,0,221,234,361,111,142
0500000US12085,12085,"Martin County, Florida",5006,953,270,284,404,372,364,319,657,451,169,208,0,221,432,363,384,286,584,357,473,379,847,522,194,197,98,125,0,221,0,221,130,138
0500000US12086,12086,"Miami-Dade County, Florida",590246,6603,58340,4080,38976,2869,39913,3216,38314,3350,32515,2793,32696,3169,30918,2901,28961,2974,24104,2920,44898,3086,53200,4327,66380,4479,36195,2877,18321,2282,21297,2829,25218,2235
0500000US12087,12087,"Monroe County, Florida",5729,972,193,174,586,379,331,255,434,343,277,243,89,118,270,273,561,446,124,122,293,249,1108,630,776,469,252,241,100,99,224,165,111,141
0500000US12091,12091,"Okaloosa County, Florida",4492,1055,185,241,343,354,38,72,235,249,187,181,751,379,333,267,0,221,172,173,645,343,427,347,345,238,220,223,309,262,258,258,44,62
0500000US12095,12095,"Orange County, Florida",125753,4032,10708,2011,7593,1619,7913,2035,7656,1788,6761,1740,9855,2634,8871,1987,6686,1645,7887,1861,12581,2675,11391,1810,12370,2065,7067,1775,3006,975,2891,1029,2517,1665
0500000US12097,12097,"Osceola County, Florida",45654,2833,3867,1256,2266,837,1395,536,3500,1352,3005,1137,2503,914,3195,1207,3248,1231,1937,712,5309,1648,5251,1500,4897,1589,3458,1371,904,494,569,507,350,305
0500000US12099,12099,"Palm Beach County, Florida",85518,3729,5629,1221,3382,981,5017,1120,6381,1318,5607,1303,6199,1486,4481,1202,4479,1118,3875,1011,6702,1299,11081,1782,8657,1528,4941,865,3283,870,2965,1014,2839,828
0500000US12101,12101,"Pasco County, Florida",22526,1255,1807,681,946,598,1344,663,1641,683,2031,730,1372,561,1585,806,1610,670,924,521,1706,686,1507,550,3094,854,1328,490,773,460,477,320,381,318
0500000US12103,12103,"Pinellas County, Florida",27539,1872,2319,719,1813,787,2550,999,1580,594,992,531,1241,730,1594,621,2276,803,735,397,2861,976,2264,695,1972,678,1844,595,1610,785,1076,508,812,386
0500000US12105,12105,"Polk County, Florida",34027,2569,1605,683,2954,1114,2457,974,2898,989,1952,842,2651,1004,2665,935,2522,1005,1358,615,2499,869,3685,922,3573,1199,1070,430,660,376,510,284,968,628
0500000US12111,12111,"St. Lucie County, Florida",14994,1468,1083,710,895,848,1036,610,1324,907,1560,980,895,671,432,345,614,493,1193,889,1502,872,921,663,1768,898,368,330,263,342,176,243,964,1115
0500000US12115,12115,"Sarasota County, Florida",9003,1041,297,242,639,507,41,69,609,409,318,247,926,528,121,159,883,593,299,280,826,454,601,458,1465,685,542,465,273,294,226,254,937,690
0500000US12117,12117,"Seminole County, Florida",26110,1847,1781,832,965,625,1214,550,2363,879,1718,725,1521,726,1487,713,1250,508,1320,706,2460,966,1902,692,3525,968,1459,549,1401,746,1007,769,737,397
0500000US12127,12127,"Volusia County, Florida",18243,1523,2150,963,725,478,2067,1035,1389,854,1554,674,1626,792,1002,709,649,341,1370,662,1328,541,1905,739,1429,587,609,499,77,101,207,224,156,188
0500000US13063,13063,"Clayton County, Georgia",8755,816,464,391,584,525,306,280,899,605,734,398,772,483,140,137,591,377,544,325,323,290,1387,817,1135,639,728,565,0,218,57,95,91,117
0500000US13067,13067,"Cobb County, Georgia",25761,1596,1229,634,680,465,953,540,2085,1115,1759,794,1139,628,2552,1106,983,476,958,519,2309,980,2930,957,2920,1056,1498,646,871,455,1566,847,1329,671
0500000US13089,13089,"DeKalb County, Georgia",16102,1151,534,285,856,513,700,391,1020,486,1440,657,987,482,925,535,796,419,661,395,1449,503,2048,694,1686,584,1003,502,845,503,885,477,267,210
0500000US13117,13117,"Forsyth County, Georgia",4871,795,79,135,279,290,443,429,307,338,194,145,35,55,435,448,38,62,197,199,251,227,1085,493,425,281,376,281,176,199,353,251,198,180
0500000US13121,13121,"Fulton County, Georgia",21455,1649,797,456,562,413,1930,898,1266,603,992,631,2060,961,333,290,924,503,874,592,2379,1188,1309,607,3013,1037,1214,643,1333,668,1274,616,1195,467
0500000US13135,13135,"Gwinnett County, Georgia",47015,2090,1966,760,1936,746,2313,999,4363,1331,1693,696,3366,1187,2514,1034,3447,1434,2689,1134,5307,1426,5479,1553,5878,1496,2412,1090,520,361,692,420,2440,1098
0500000US13139,13139,"Hall County, Georgia",11451,915,719,597,310,299,383,380,968,573,672,394,799,535,797,409,657,388,711,511,1345,599,1599,656,1369,638,772,488,183,216,147,181,20,36
0500000US13313,13313,"Whitfield County, Georgia",7846,809,396,318,354,331,393,310,1124,584,155,216,805,526,327,269,356,356,1506,745,752,522,576,374,869,414,233,264,0,218,0,218,0,218
0500000US15003,15003,"Honolulu County, Hawaii",21861,1842,1230,450,1013,412,425,244,699,277,1004,559,1351,669,1139,536,1165,519,585,277,1752,703,2525,744,3319,901,1867,601,1234,521,1351,475,1202,507
0500000US16001,16001,"Ada County, Idaho",10384,1472,1800,876,659,521,462,500,593,670,515,493,428,524,891,644,728,540,293,219,1410,771,464,316,915,500,506,397,250,279,122,150,348,286
0500000US16027,16027,"Canyon County, Idaho",12875,1031,1380,877,918,472,674,399,818,544,853,688,451,333,1234,583,347,329,606,395,2163,827,1568,722,1373,780,249,228,49,94,192,220,0,198
0500000US17031,17031,"Cook County, Illinois",354655,4746,20866,2526,17610,1917,17213,1830,20585,2082,18600,2244,19538,2370,22358,2348,20012,2036,15275,2213,32800,3018,40476,3311,48280,3648,25310,2206,15102,1757,12647,1870,7983,1139
0500000US17043,17043,"DuPage County, Illinois",32158,1766,1935,677,1580,547,1032,553,1031,601,1689,757,1971,812,1634,835,1905,856,894,473,1994,781,2593,822,5264,975,4225,1024,1763,494,1594,645,1054,488
0500000US17089,17089,"Kane County, Illinois",39461,1869,1374,642,1441,687,1369,704,1765,778,1714,771,1682,721,2599,895,3006,967,2486,850,3847,1037,5050,1096,5467,1361,3911,993,1662,632,1038,543,1050,589
0500000US17097,17097,"Lake County, Illinois",37671,1705,1187,448,631,452,1584,805,2382,810,1257,454,2270,812,2962,772,2811,963,1539,695,3613,1093,3849,941,4949,1066,4284,983,1627,582,1233,460,1493,537
0500000US17111,17111,"McHenry County, Illinois",9057,807,499,430,407,466,473,476,131,179,312,318,387,319,237,213,824,548,52,99,1382,755,990,542,1795,806,830,490,288,272,279,237,171,188
0500000US17197,17197,"Will County, Illinois",26829,1448,1005,500,472,265,963,459,802,393,781,458,1191,596,1643,553,872,544,1268,605,2875,959,2070,673,4099,890,3464,995,1964,626,1415,504,1945,813
0500000US17201,17201,"Winnebago County, Illinois",10638,816,577,333,447,392,1112,643,1607,671,186,240,1285,589,421,272,525,335,618,270,1042,558,1353,617,939,408,187,207,111,104,104,122,124,154
0500000US18003,18003,"Allen County, Indiana",7192,813,356,321,376,283,545,326,743,422,453,304,469,333,466,382,556,320,176,172,665,399,902,423,766,411,389,330,132,131,176,210,22,41
0500000US18039,18039,"Elkhart County, Indiana",7476,790,728,429,567,565,26,47,639,521,197,218,656,605,131,161,424,347,424,412,508,429,854,492,1547,841,431,331,184,237,41,74,119,212
0500000US18089,18089,"Lake County, Indiana",26643,1590,2337,645,1296,599,1420,554,1544,585,625,391,1423,615,2494,945,1027,451,1239,625,2400,787,3427,1001,3519,1007,1374,569,1128,591,1085,710,305,215
0500000US18097,18097,"Marion County, Indiana",24899,1625,2659,923,1499,561,1728,793,3350,1169,2517,846,1418,595,1735,732,1609,550,1086,519,1421,598,1947,708,1495,705,964,545,692,466,423,247,356,350
0500000US18141,18141,"St. Joseph County, Indiana",4895,780,442,301,279,228,298,226,275,191,82,107,395,312,166,194,667,423,184,166,1082,533,357,232,105,114,208,232,130,170,225,297,0,192
0500000US19153,19153,"Polk County, Iowa",10708,1037,996,595,171,165,613,367,1125,545,716,444,552,406,548,328,962,463,1035,525,643,434,1250,504,1065,474,584,383,97,103,260,209,91,116
0500000US20091,20091,"Johnson County, Kansas",10827,1023,240,201,634,591,352,404,269,227,766,532,1058,776,304,238,870,535,437,273,664,391,1510,696,1185,507,842,403,714,480,588,362,394,197
0500000US20173,20173,"Sedgwick County, Kansas",20311,1367,1986,727,557,308,609,389,1110,674,1507,752,2155,768,1265,738,1134,551,1417,671,2360,910,1216,589,1936,691,1051,493,360,312,878,572,770,488
0500000US20177,20177,"Shawnee County, Kansas",5676,861,280,215,232,189,269,171,230,176,0,174,116,105,818,576,483,461,168,147,965,491,897,487,568,389,364,332,171,192,83,123,32,56
0500000US20209,20209,"Wyandotte County, Kansas",11761,716,651,297,292,221,566,301,780,354,904,438,1107,537,954,490,863,458,804,416,1222,474,1337,533,822,422,895,473,233,188,157,139,174,181
